source_id,author,title,source_type,collection,verdict,edition,known_url,passages,words,in_ingestion_log,note
jw-letters-1770,john-wesley,Letters 1770,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,40,13698,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letters-1777,john-wesley,Letters 1777,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,39,13432,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letters-1776,john-wesley,Letters 1776,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,37,13214,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letters-1778,john-wesley,Letters 1778,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,37,12662,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letters-1765,john-wesley,Letters 1765,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,37,12347,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letters-1788a,john-wesley,Letters 1788A,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,35,12133,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letters-1767,john-wesley,Letters 1767,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,36,12040,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letters-1757,john-wesley,Letters 1757,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,35,11933,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letters-1788b,john-wesley,Letters 1788B,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,35,11398,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letters-1789b,john-wesley,Letters 1789B,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,32,11287,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letters-1762,john-wesley,Letters 1762,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,30,10605,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letters-1734,john-wesley,Letters 1734,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,36,10091,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letters-1779,john-wesley,Letters 1779,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,29,10049,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letters-1759,john-wesley,Letters 1759,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,31,9883,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1747-05-to-dr-gibson-bishop-of-london,john-wesley,05 To Dr Gibson Bishop Of London,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,32,9773,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1750-11-to-john-baily,john-wesley,11 To John Baily,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,28,9721,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letters-1782a,john-wesley,Letters 1782A,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,28,9648,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
